departamento,cultivo,anio,periodo,area_sembrada,area_cosechada,produccion,rendimiento,ciclo_cultivo
huila,maiz,2010,2010B,35.0,33.0,45.0,1.35,transitorio
huila,maiz,2010,2010B,33.0,33.0,80.0,2.41,transitorio
huila,maiz,2010,2010B,30.0,30.0,51.0,1.7,transitorio
huila,maiz,2010,2010B,25.0,23.0,35.0,1.5,transitorio
huila,maiz,2010,2010B,15.0,15.0,21.0,1.4,transitorio
huila,maiz,2010,2010B,8.0,5.0,8.0,1.5,transitorio
la guajira,maiz,2010,2010B,4050.0,3038.0,1367.0,0.45,transitorio
la guajira,maiz,2010,2010B,2112.0,1795.0,2445.0,1.36,transitorio
la guajira,maiz,2010,2010B,1129.0,819.0,1229.0,1.5,transitorio
la guajira,maiz,2010,2010B,1040.0,723.0,1125.0,1.56,transitorio
la guajira,maiz,2010,2010B,828.0,828.0,2070.0,2.5,transitorio
la guajira,maiz,2010,2010B,605.0,568.0,1136.0,2.0,transitorio
la guajira,maiz,2010,2010B,600.0,300.0,210.0,0.7,transitorio
la guajira,maiz,2010,2010B,405.0,185.0,185.0,1.0,transitorio
la guajira,maiz,2010,2010B,352.0,145.0,191.0,1.31,transitorio
la guajira,maiz,2010,2010B,259.0,192.0,250.0,1.3,transitorio
la guajira,maiz,2010,2010B,219.0,161.0,242.0,1.5,transitorio
la guajira,maiz,2010,2010B,176.0,100.0,150.0,1.5,transitorio
la guajira,maiz,2010,2010B,20.0,16.0,24.0,1.5,transitorio
magdalena,maiz,2010,2010B,1755.0,500.0,700.0,1.4,transitorio
magdalena,maiz,2010,2010B,1404.0,800.0,1040.0,1.3,transitorio
magdalena,maiz,2010,2010B,1170.0,300.0,450.0,1.5,transitorio
magdalena,maiz,2010,2010B,1170.0,500.0,700.0,1.4,transitorio
magdalena,maiz,2010,2010B,936.0,300.0,420.0,1.4,transitorio
magdalena,maiz,2010,2010B,819.0,500.0,700.0,1.4,transitorio
magdalena,maiz,2010,2010B,702.0,320.0,448.0,1.4,transitorio
magdalena,maiz,2010,2010B,702.0,100.0,140.0,1.4,transitorio
magdalena,maiz,2010,2010B,702.0,500.0,700.0,1.4,transitorio
magdalena,maiz,2010,2010B,585.0,350.0,490.0,1.4,transitorio
magdalena,maiz,2010,2010B,585.0,300.0,420.0,1.4,transitorio
magdalena,maiz,2010,2010B,561.0,460.0,644.0,1.4,transitorio
magdalena,maiz,2010,2010B,468.0,280.0,364.0,1.3,transitorio
magdalena,maiz,2010,2010B,445.0,50.0,70.0,1.4,transitorio
magdalena,maiz,2010,2010B,409.0,130.0,182.0,1.4,transitorio
magdalena,maiz,2010,2010B,351.0,260.0,364.0,1.4,transitorio
magdalena,maiz,2010,2010B,351.0,200.0,260.0,1.3,transitorio
magdalena,maiz,2010,2010B,351.0,150.0,181.0,1.2,transitorio
magdalena,maiz,2010,2010B,295.0,120.0,156.0,1.3,transitorio
magdalena,maiz,2010,2010B,292.0,130.0,169.0,1.3,transitorio
magdalena,maiz,2010,2010B,234.0,60.0,84.0,1.4,transitorio
magdalena,maiz,2010,2010B,234.0,84.0,101.0,1.2,transitorio
magdalena,maiz,2010,2010B,117.0,40.0,52.0,1.3,transitorio
magdalena,maiz,2010,2010B,88.0,60.0,84.0,1.4,transitorio
magdalena,maiz,2010,2010B,70.0,30.0,42.0,1.4,transitorio
meta,maiz,2010,2010B,820.0,780.0,1560.0,2.0,transitorio
meta,maiz,2010,2010B,800.0,800.0,1840.0,2.3,transitorio
meta,maiz,2010,2010B,550.0,550.0,880.0,1.6,transitorio
meta,maiz,2010,2010B,550.0,550.0,1100.0,2.0,transitorio
meta,maiz,2010,2010B,480.0,480.0,960.0,2.0,transitorio
meta,maiz,2010,2010B,109.0,109.0,153.0,1.4,transitorio
meta,maiz,2010,2010B,80.0,80.0,160.0,2.0,transitorio
meta,maiz,2010,2010B,80.0,80.0,144.0,1.8,transitorio
meta,maiz,2010,2010B,67.0,67.0,168.0,2.5,transitorio
meta,maiz,2010,2010B,60.0,60.0,120.0,2.0,transitorio
meta,maiz,2010,2010B,60.0,60.0,150.0,2.5,transitorio
meta,maiz,2010,2010B,50.0,50.0,61.0,1.23,transitorio
meta,maiz,2010,2010B,40.0,40.0,64.0,1.6,transitorio
meta,maiz,2010,2010B,15.0,15.0,36.0,2.4,transitorio
meta,maiz,2010,2010B,15.0,15.0,38.0,2.5,transitorio
meta,maiz,2010,2010B,9.0,9.0,18.0,2.0,transitorio
narino,maiz,2010,2010B,700.0,700.0,840.0,1.2,transitorio
narino,maiz,2010,2010B,680.0,612.0,612.0,1.0,transitorio
narino,maiz,2010,2010B,500.0,500.0,1530.0,3.06,transitorio
narino,maiz,2010,2010B,450.0,370.0,389.0,1.05,transitorio
narino,maiz,2010,2010B,320.0,280.0,448.0,1.6,transitorio
narino,maiz,2010,2010B,220.0,110.0,330.0,3.0,transitorio
narino,maiz,2010,2010B,220.0,158.0,110.0,0.7,transitorio
narino,maiz,2010,2010B,140.0,140.0,182.0,1.3,transitorio
narino,maiz,2010,2010B,140.0,140.0,243.0,1.74,transitorio
narino,maiz,2010,2010B,140.0,139.0,264.0,1.9,transitorio
narino,maiz,2010,2010B,135.0,135.0,243.0,1.8,transitorio
narino,maiz,2010,2010B,135.0,135.0,127.0,0.94,transitorio
narino,maiz,2010,2010B,120.0,110.0,88.0,0.8,transitorio
narino,maiz,2010,2010B,98.0,92.0,223.0,2.42,transitorio
narino,maiz,2010,2010B,90.0,90.0,27.0,0.3,transitorio
narino,maiz,2010,2010B,90.0,90.0,63.0,0.7,transitorio
narino,maiz,2010,2010B,82.0,69.0,38.0,0.55,transitorio
narino,maiz,2010,2010B,82.0,74.0,61.0,0.82,transitorio
narino,maiz,2010,2010B,60.0,60.0,42.0,0.7,transitorio
narino,maiz,2010,2010B,60.0,60.0,120.0,2.0,transitorio
narino,maiz,2010,2010B,45.0,23.0,23.0,0.98,transitorio
narino,maiz,2010,2010B,40.0,15.0,15.0,1.0,transitorio
narino,maiz,2010,2010B,35.0,31.0,33.0,1.05,transitorio
narino,maiz,2010,2010B,32.0,32.0,38.0,1.2,transitorio
narino,maiz,2010,2010B,20.0,18.0,16.0,0.9,transitorio
narino,maiz,2010,2010B,20.0,20.0,12.0,0.6,transitorio
narino,maiz,2010,2010B,12.0,12.0,18.0,1.5,transitorio
narino,maiz,2010,2010B,11.0,9.0,12.0,1.3,transitorio
narino,maiz,2010,2010B,10.0,8.0,14.0,1.8,transitorio
narino,maiz,2010,2010B,9.0,9.0,6.0,0.7,transitorio
narino,maiz,2010,2010B,9.0,7.0,7.0,1.0,transitorio
narino,maiz,2010,2010B,5.0,4.0,4.0,1.0,transitorio
narino,maiz,2010,2010B,5.0,5.0,9.0,1.8,transitorio
narino,maiz,2010,2010B,5.0,5.0,5.0,1.0,transitorio
norte de santander,maiz,2010,2010B,870.0,870.0,1131.0,1.3,transitorio
norte de santander,maiz,2010,2010B,800.0,710.0,1065.0,1.5,transitorio
norte de santander,maiz,2010,2010B,525.0,505.0,808.0,1.6,transitorio
norte de santander,maiz,2010,2010B,390.0,300.0,300.0,1.0,transitorio
norte de santander,maiz,2010,2010B,361.0,361.0,433.0,1.2,transitorio
norte de santander,maiz,2010,2010B,250.0,250.0,300.0,1.2,transitorio
norte de santander,maiz,2010,2010B,200.0,200.0,260.0,1.3,transitorio
norte de santander,maiz,2010,2010B,180.0,180.0,216.0,1.2,transitorio
norte de santander,maiz,2010,2010B,160.0,160.0,192.0,1.2,transitorio
norte de santander,maiz,2010,2010B,155.0,150.0,180.0,1.2,transitorio
norte de santander,maiz,2010,2010B,150.0,150.0,180.0,1.2,transitorio
norte de santander,maiz,2010,2010B,130.0,130.0,195.0,1.5,transitorio
norte de santander,maiz,2010,2010B,100.0,86.0,112.0,1.3,transitorio
norte de santander,maiz,2010,2010B,80.0,80.0,120.0,1.5,transitorio
norte de santander,maiz,2010,2010B,60.0,60.0,90.0,1.5,transitorio
norte de santander,maiz,2010,2010B,50.0,50.0,60.0,1.2,transitorio
norte de santander,maiz,2010,2010B,50.0,50.0,75.0,1.5,transitorio
norte de santander,maiz,2010,2010B,50.0,50.0,75.0,1.5,transitorio
norte de santander,maiz,2010,2010B,40.0,40.0,60.0,1.5,transitorio
norte de santander,maiz,2010,2010B,40.0,40.0,40.0,1.0,transitorio
norte de santander,maiz,2010,2010B,36.0,36.0,47.0,1.3,transitorio
norte de santander,maiz,2010,2010B,35.0,35.0,52.0,1.49,transitorio
norte de santander,maiz,2010,2010B,35.0,35.0,53.0,1.5,transitorio
norte de santander,maiz,2010,2010B,30.0,30.0,36.0,1.2,transitorio
norte de santander,maiz,2010,2010B,25.0,25.0,25.0,1.0,transitorio
norte de santander,maiz,2010,2010B,20.0,20.0,20.0,1.0,transitorio
norte de santander,maiz,2010,2010B,20.0,18.0,23.0,1.3,transitorio
norte de santander,maiz,2010,2010B,16.0,16.0,26.0,1.6,transitorio
norte de santander,maiz,2010,2010B,12.0,12.0,17.0,1.4,transitorio
norte de santander,maiz,2010,2010B,10.0,10.0,15.0,1.5,transitorio
norte de santander,maiz,2010,2010B,10.0,9.0,9.0,1.0,transitorio
norte de santander,maiz,2010,2010B,10.0,10.0,12.0,1.2,transitorio
norte de santander,maiz,2010,2010B,10.0,10.0,11.0,1.14,transitorio
norte de santander,maiz,2010,2010B,5.0,4.0,6.0,1.5,transitorio
norte de santander,maiz,2010,2010B,1.0,1.0,1.0,1.4,transitorio
putumayo,maiz,2010,2010B,1150.0,1100.0,1177.0,1.07,transitorio
putumayo,maiz,2010,2010B,1000.0,980.0,1372.0,1.4,transitorio
putumayo,maiz,2010,2010B,557.0,505.0,303.0,0.6,transitorio
putumayo,maiz,2010,2010B,400.0,350.0,280.0,0.8,transitorio
putumayo,maiz,2010,2010B,310.0,300.0,420.0,1.4,transitorio
putumayo,maiz,2010,2010B,280.0,270.0,405.0,1.5,transitorio
putumayo,maiz,2010,2010B,230.0,220.0,220.0,1.0,transitorio
quindio,maiz,2010,2010B,66.0,66.0,46.0,0.7,transitorio
quindio,maiz,2010,2010B,46.0,46.0,46.0,1.0,transitorio
quindio,maiz,2010,2010B,34.0,34.0,34.0,1.0,transitorio
quindio,maiz,2010,2010B,32.0,32.0,32.0,1.0,transitorio
quindio,maiz,2010,2010B,22.0,22.0,19.0,0.88,transitorio
quindio,maiz,2010,2010B,20.0,20.0,19.0,0.94,transitorio
quindio,maiz,2010,2010B,19.0,19.0,17.0,0.9,transitorio
quindio,maiz,2010,2010B,16.0,16.0,16.0,0.99,transitorio
quindio,maiz,2010,2010B,15.0,15.0,14.0,0.9,transitorio
quindio,maiz,2010,2010B,10.0,10.0,8.0,0.8,transitorio
quindio,maiz,2010,2010B,5.0,5.0,5.0,0.9,transitorio
quindio,maiz,2010,2010B,1.0,1.0,1.0,0.8,transitorio
risaralda,maiz,2010,2010B,87.0,87.0,139.0,1.6,transitorio
risaralda,maiz,2010,2010B,80.0,80.0,120.0,1.5,transitorio
risaralda,maiz,2010,2010B,56.0,39.0,57.0,1.47,transitorio
risaralda,maiz,2010,2010B,18.0,18.0,32.0,1.8,transitorio
risaralda,maiz,2010,2010B,16.0,16.0,50.0,3.13,transitorio
risaralda,maiz,2010,2010B,13.0,12.0,34.0,2.83,transitorio
risaralda,maiz,2010,2010B,12.0,11.0,33.0,3.0,transitorio
risaralda,maiz,2010,2010B,8.0,4.0,7.0,1.75,transitorio
risaralda,maiz,2010,2010B,5.0,5.0,7.0,1.33,transitorio
santander,maiz,2010,2010B,421.0,398.0,738.0,1.85,transitorio
santander,maiz,2010,2010B,360.0,185.0,333.0,1.8,transitorio
santander,maiz,2010,2010B,295.0,290.0,551.0,1.9,transitorio
santander,maiz,2010,2010B,252.0,227.0,272.0,1.2,transitorio
santander,maiz,2010,2010B,210.0,200.0,400.0,2.0,transitorio
santander,maiz,2010,2010B,200.0,197.0,552.0,2.8,transitorio
santander,maiz,2010,2010B,170.0,170.0,357.0,2.1,transitorio
santander,maiz,2010,2010B,150.0,87.0,152.0,1.75,transitorio
santander,maiz,2010,2010B,150.0,145.0,363.0,2.5,transitorio
santander,maiz,2010,2010B,130.0,86.0,70.0,0.81,transitorio
santander,maiz,2010,2010B,129.0,114.0,307.0,2.69,transitorio
santander,maiz,2010,2010B,120.0,120.0,240.0,2.0,transitorio
santander,maiz,2010,2010B,120.0,20.0,20.0,1.0,transitorio
santander,maiz,2010,2010B,115.0,102.0,204.0,2.0,transitorio
santander,maiz,2010,2010B,110.0,110.0,330.0,3.0,transitorio
santander,maiz,2010,2010B,105.0,105.0,255.0,2.43,transitorio
santander,maiz,2010,2010B,100.0,100.0,150.0,1.5,transitorio
santander,maiz,2010,2010B,88.0,80.0,64.0,0.8,transitorio
santander,maiz,2010,2010B,80.0,78.0,234.0,3.0,transitorio
santander,maiz,2010,2010B,60.0,48.0,72.0,1.5,transitorio
santander,maiz,2010,2010B,60.0,60.0,120.0,2.0,transitorio
santander,maiz,2010,2010B,50.0,50.0,88.0,1.75,transitorio
santander,maiz,2010,2010B,48.0,48.0,48.0,1.0,transitorio
santander,maiz,2010,2010B,47.0,40.0,40.0,1.0,transitorio
santander,maiz,2010,2010B,45.0,45.0,81.0,1.8,transitorio
santander,maiz,2010,2010B,45.0,45.0,68.0,1.5,transitorio
santander,maiz,2010,2010B,40.0,40.0,120.0,3.0,transitorio
santander,maiz,2010,2010B,35.0,33.0,43.0,1.3,transitorio
santander,maiz,2010,2010B,35.0,34.0,68.0,2.0,transitorio
santander,maiz,2010,2010B,30.0,10.0,10.0,1.0,transitorio
santander,maiz,2010,2010B,30.0,30.0,36.0,1.2,transitorio
santander,maiz,2010,2010B,28.0,23.0,69.0,3.0,transitorio
santander,maiz,2010,2010B,25.0,24.0,60.0,2.5,transitorio
santander,maiz,2010,2010B,24.0,24.0,72.0,3.0,transitorio
santander,maiz,2010,2010B,22.0,22.0,48.0,2.2,transitorio
santander,maiz,2010,2010B,20.0,20.0,26.0,1.3,transitorio
santander,maiz,2010,2010B,20.0,17.0,20.0,1.2,transitorio
santander,maiz,2010,2010B,18.0,18.0,47.0,2.61,transitorio
santander,maiz,2010,2010B,17.0,15.0,38.0,2.5,transitorio
santander,maiz,2010,2010B,16.0,15.0,41.0,2.75,transitorio
santander,maiz,2010,2010B,15.0,14.0,42.0,3.0,transitorio
santander,maiz,2010,2010B,11.0,11.0,28.0,2.5,transitorio
santander,maiz,2010,2010B,10.0,10.0,18.0,1.79,transitorio
santander,maiz,2010,2010B,10.0,9.0,27.0,3.0,transitorio
santander,maiz,2010,2010B,10.0,9.0,14.0,1.5,transitorio
santander,maiz,2010,2010B,10.0,8.0,10.0,1.25,transitorio
santander,maiz,2010,2010B,8.0,8.0,14.0,1.81,transitorio
santander,maiz,2010,2010B,7.0,6.0,6.0,1.0,transitorio
santander,maiz,2010,2010B,6.0,6.0,16.0,2.5,transitorio
santander,maiz,2010,2010B,6.0,5.0,10.0,2.0,transitorio
santander,maiz,2010,2010B,6.0,6.0,18.0,3.0,transitorio
santander,maiz,2010,2010B,6.0,6.0,6.0,1.0,transitorio
santander,maiz,2010,2010B,6.0,5.0,5.0,1.1,transitorio
santander,maiz,2010,2010B,6.0,6.0,15.0,2.5,transitorio
santander,maiz,2010,2010B,5.0,3.0,6.0,2.0,transitorio
santander,maiz,2010,2010B,5.0,5.0,9.0,2.0,transitorio
santander,maiz,2010,2010B,3.0,3.0,8.0,2.5,transitorio
santander,maiz,2010,2010B,3.0,3.0,8.0,2.5,transitorio
santander,maiz,2010,2010B,2.0,2.0,5.0,2.5,transitorio
sucre,maiz,2010,2010B,3900.0,3800.0,7600.0,2.0,transitorio
sucre,maiz,2010,2010B,550.0,350.0,350.0,1.0,transitorio
sucre,maiz,2010,2010B,330.0,140.0,203.0,1.45,transitorio
sucre,maiz,2010,2010B,300.0,170.0,247.0,1.45,transitorio
sucre,maiz,2010,2010B,242.0,236.0,590.0,2.5,transitorio
sucre,maiz,2010,2010B,199.0,199.0,199.0,1.0,transitorio
sucre,maiz,2010,2010B,193.0,0.0,0.0,,transitorio
sucre,maiz,2010,2010B,120.0,120.0,240.0,2.0,transitorio
sucre,maiz,2010,2010B,100.0,100.0,210.0,2.1,transitorio
sucre,maiz,2010,2010B,77.0,69.0,138.0,2.0,transitorio
sucre,maiz,2010,2010B,40.0,20.0,20.0,1.0,transitorio
sucre,maiz,2010,2010B,37.0,37.0,48.0,1.3,transitorio
sucre,maiz,2010,2010B,30.0,15.0,18.0,1.2,transitorio
sucre,maiz,2010,2010B,20.0,20.0,16.0,0.8,transitorio
sucre,maiz,2010,2010B,20.0,20.0,20.0,1.0,transitorio
sucre,maiz,2010,2010B,5.0,0.0,0.0,,transitorio
sucre,maiz,2010,2010B,2.0,1.0,1.0,1.0,transitorio
tolima,maiz,2010,2010B,2000.0,2000.0,6000.0,3.0,transitorio
tolima,maiz,2010,2010B,1940.0,1608.0,2150.0,1.34,transitorio
tolima,maiz,2010,2010B,1460.0,1390.0,1475.0,1.06,transitorio
tolima,maiz,2010,2010B,625.0,570.0,688.0,1.21,transitorio
tolima,maiz,2010,2010B,600.0,600.0,625.0,1.04,transitorio
tolima,maiz,2010,2010B,550.0,550.0,1300.0,2.36,transitorio
tolima,maiz,2010,2010B,400.0,390.0,870.0,2.23,transitorio
tolima,maiz,2010,2010B,400.0,355.0,600.0,1.69,transitorio
tolima,maiz,2010,2010B,360.0,340.0,800.0,2.35,transitorio
tolima,maiz,2010,2010B,328.0,328.0,492.0,1.5,transitorio
tolima,maiz,2010,2010B,300.0,290.0,340.0,1.17,transitorio
tolima,maiz,2010,2010B,199.0,199.0,299.0,1.5,transitorio
tolima,maiz,2010,2010B,155.0,155.0,350.0,2.26,transitorio
tolima,maiz,2010,2010B,135.0,135.0,203.0,1.5,transitorio
tolima,maiz,2010,2010B,109.0,100.0,180.0,1.8,transitorio
tolima,maiz,2010,2010B,100.0,99.0,198.0,2.0,transitorio
tolima,maiz,2010,2010B,90.0,85.0,125.0,1.47,transitorio
tolima,maiz,2010,2010B,90.0,85.0,160.0,1.88,transitorio
tolima,maiz,2010,2010B,82.0,82.0,164.0,2.0,transitorio
tolima,maiz,2010,2010B,80.0,70.0,77.0,1.1,transitorio
tolima,maiz,2010,2010B,75.0,75.0,105.0,1.4,transitorio
tolima,maiz,2010,2010B,75.0,77.0,103.0,1.34,transitorio
tolima,maiz,2010,2010B,62.0,62.0,124.0,2.0,transitorio
tolima,maiz,2010,2010B,50.0,40.0,80.0,2.0,transitorio
tolima,maiz,2010,2010B,40.0,35.0,50.0,1.43,transitorio
tolima,maiz,2010,2010B,30.0,20.0,20.0,1.0,transitorio
tolima,maiz,2010,2010B,20.0,20.0,18.0,0.9,transitorio
tolima,maiz,2010,2010B,20.0,15.0,20.0,1.33,transitorio
tolima,maiz,2010,2010B,20.0,14.0,23.0,1.63,transitorio
tolima,maiz,2010,2010B,12.0,10.0,30.0,3.0,transitorio
tolima,maiz,2010,2010B,8.0,8.0,18.0,2.25,transitorio
valle del cauca,maiz,2010,2010B,243.0,238.0,476.0,2.0,transitorio
valle del cauca,maiz,2010,2010B,202.0,202.0,343.0,1.7,transitorio
valle del cauca,maiz,2010,2010B,133.0,132.0,298.0,2.26,transitorio
valle del cauca,maiz,2010,2010B,122.0,122.0,219.0,1.8,transitorio
valle del cauca,maiz,2010,2010B,120.0,120.0,360.0,3.0,transitorio
valle del cauca,maiz,2010,2010B,115.0,115.0,153.0,1.33,transitorio
valle del cauca,maiz,2010,2010B,110.0,100.0,150.0,1.5,transitorio
valle del cauca,maiz,2010,2010B,95.0,95.0,190.0,2.0,transitorio
valle del cauca,maiz,2010,2010B,90.0,79.0,92.0,1.16,transitorio
valle del cauca,maiz,2010,2010B,90.0,90.0,315.0,3.5,transitorio
valle del cauca,maiz,2010,2010B,80.0,80.0,151.0,1.89,transitorio
valle del cauca,maiz,2010,2010B,70.0,69.0,90.0,1.3,transitorio
valle del cauca,maiz,2010,2010B,60.0,60.0,120.0,2.0,transitorio
valle del cauca,maiz,2010,2010B,55.0,40.0,60.0,1.5,transitorio
valle del cauca,maiz,2010,2010B,53.0,32.0,76.0,2.38,transitorio
valle del cauca,maiz,2010,2010B,52.0,52.0,156.0,3.0,transitorio
valle del cauca,maiz,2010,2010B,50.0,50.0,75.0,1.5,transitorio
valle del cauca,maiz,2010,2010B,40.0,40.0,50.0,1.25,transitorio
valle del cauca,maiz,2010,2010B,40.0,40.0,48.0,1.2,transitorio
valle del cauca,maiz,2010,2010B,39.0,39.0,52.0,1.36,transitorio
valle del cauca,maiz,2010,2010B,24.0,21.0,46.0,2.19,transitorio
valle del cauca,maiz,2010,2010B,23.0,23.0,44.0,1.91,transitorio
valle del cauca,maiz,2010,2010B,20.0,20.0,28.0,1.4,transitorio
valle del cauca,maiz,2010,2010B,20.0,10.0,30.0,3.0,transitorio
valle del cauca,maiz,2010,2010B,18.0,18.0,38.0,2.1,transitorio
valle del cauca,maiz,2010,2010B,17.0,16.0,28.0,1.75,transitorio
valle del cauca,maiz,2010,2010B,15.0,15.0,45.0,3.0,transitorio
valle del cauca,maiz,2010,2010B,10.0,10.0,15.0,1.5,transitorio
valle del cauca,maiz,2010,2010B,10.0,6.0,7.0,1.2,transitorio
valle del cauca,maiz,2010,2010B,8.0,8.0,24.0,3.0,transitorio
valle del cauca,maiz,2010,2010B,7.0,6.0,16.0,2.65,transitorio
valle del cauca,maiz,2010,2010B,6.0,6.0,12.0,2.0,transitorio
valle del cauca,maiz,2010,2010B,2.0,2.0,2.0,1.05,transitorio
vaupes,maiz,2010,2010B,12.0,10.0,8.0,0.8,transitorio
vaupes,maiz,2010,2010B,10.0,9.0,18.0,2.0,transitorio
vichada,maiz,2010,2010B,150.0,120.0,140.0,1.17,transitorio
vichada,maiz,2010,2010B,36.0,36.0,90.0,2.5,transitorio
vichada,maiz,2010,2010B,30.0,26.0,30.0,1.15,transitorio
amazonas,maiz,2011,2011A,140.0,120.0,180.0,1.5,transitorio
amazonas,maiz,2011,2011A,110.0,100.0,150.0,1.5,transitorio
antioquia,maiz,2011,2011A,2600.0,2600.0,5200.0,2.0,transitorio
antioquia,maiz,2011,2011A,1400.0,1330.0,1596.0,1.2,transitorio
antioquia,maiz,2011,2011A,1200.0,1200.0,1600.0,1.33,transitorio
antioquia,maiz,2011,2011A,1083.0,568.0,909.0,1.6,transitorio
antioquia,maiz,2011,2011A,900.0,826.0,1239.0,1.5,transitorio
antioquia,maiz,2011,2011A,821.0,783.0,780.0,1.0,transitorio
antioquia,maiz,2011,2011A,747.0,710.0,674.0,0.95,transitorio
antioquia,maiz,2011,2011A,725.0,650.0,1170.0,1.8,transitorio
antioquia,maiz,2011,2011A,700.0,700.0,770.0,1.1,transitorio
antioquia,maiz,2011,2011A,630.0,630.0,630.0,1.0,transitorio
antioquia,maiz,2011,2011A,600.0,600.0,720.0,1.2,transitorio
antioquia,maiz,2011,2011A,600.0,540.0,648.0,1.2,transitorio
antioquia,maiz,2011,2011A,500.0,500.0,350.0,0.7,transitorio
antioquia,maiz,2011,2011A,500.0,500.0,1000.0,2.0,transitorio
antioquia,maiz,2011,2011A,380.0,365.0,850.0,2.33,transitorio
antioquia,maiz,2011,2011A,350.0,300.0,450.0,1.5,transitorio
antioquia,maiz,2011,2011A,250.0,200.0,400.0,2.0,transitorio
antioquia,maiz,2011,2011A,250.0,235.0,260.0,1.11,transitorio
antioquia,maiz,2011,2011A,229.0,217.0,250.0,1.15,transitorio
antioquia,maiz,2011,2011A,220.0,186.0,260.0,1.4,transitorio
antioquia,maiz,2011,2011A,200.0,200.0,180.0,0.9,transitorio
antioquia,maiz,2011,2011A,175.0,170.0,221.0,1.3,transitorio
antioquia,maiz,2011,2011A,174.0,100.0,50.0,0.5,transitorio
antioquia,maiz,2011,2011A,172.0,157.0,173.0,1.1,transitorio
antioquia,maiz,2011,2011A,170.0,167.0,265.0,1.59,transitorio
antioquia,maiz,2011,2011A,160.0,130.0,143.0,1.1,transitorio
antioquia,maiz,2011,2011A,160.0,150.0,350.0,2.33,transitorio
antioquia,maiz,2011,2011A,150.0,150.0,165.0,1.1,transitorio
antioquia,maiz,2011,2011A,150.0,110.0,99.0,0.9,transitorio
antioquia,maiz,2011,2011A,150.0,150.0,280.0,1.87,transitorio
antioquia,maiz,2011,2011A,122.0,109.0,218.0,2.0,transitorio
antioquia,maiz,2011,2011A,108.0,98.0,98.0,1.0,transitorio
antioquia,maiz,2011,2011A,100.0,80.0,128.0,1.6,transitorio
antioquia,maiz,2011,2011A,100.0,90.0,99.0,1.1,transitorio
antioquia,maiz,2011,2011A,100.0,100.0,160.0,1.6,transitorio
antioquia,maiz,2011,2011A,90.0,70.0,160.0,2.29,transitorio
antioquia,maiz,2011,2011A,90.0,45.0,41.0,0.9,transitorio
antioquia,maiz,2011,2011A,90.0,86.0,90.0,1.05,transitorio
antioquia,maiz,2011,2011A,85.0,85.0,128.0,1.5,transitorio
antioquia,maiz,2011,2011A,80.0,72.0,101.0,1.4,transitorio
antioquia,maiz,2011,2011A,70.0,70.0,70.0,1.0,transitorio
antioquia,maiz,2011,2011A,70.0,65.0,65.0,1.0,transitorio
antioquia,maiz,2011,2011A,65.0,60.0,50.0,0.83,transitorio
antioquia,maiz,2011,2011A,62.0,62.0,31.0,0.5,transitorio
antioquia,maiz,2011,2011A,60.0,55.0,55.0,1.0,transitorio
antioquia,maiz,2011,2011A,60.0,50.0,100.0,2.0,transitorio
antioquia,maiz,2011,2011A,60.0,55.0,66.0,1.2,transitorio
antioquia,maiz,2011,2011A,55.0,55.0,30.0,0.55,transitorio
antioquia,maiz,2011,2011A,54.0,48.0,58.0,1.2,transitorio
antioquia,maiz,2011,2011A,50.0,48.0,32.0,0.66,transitorio
antioquia,maiz,2011,2011A,50.0,50.0,55.0,1.1,transitorio
antioquia,maiz,2011,2011A,50.0,50.0,40.0,0.8,transitorio
antioquia,maiz,2011,2011A,50.0,40.0,48.0,1.2,transitorio
antioquia,maiz,2011,2011A,50.0,43.0,47.0,1.1,transitorio
antioquia,maiz,2011,2011A,50.0,50.0,43.0,0.85,transitorio
antioquia,maiz,2011,2011A,48.0,38.0,31.0,0.82,transitorio
antioquia,maiz,2011,2011A,45.0,40.0,36.0,0.9,transitorio
antioquia,maiz,2011,2011A,40.0,38.0,27.0,0.7,transitorio
antioquia,maiz,2011,2011A,35.0,28.0,42.0,1.5,transitorio
antioquia,maiz,2011,2011A,30.0,30.0,15.0,0.5,transitorio
antioquia,maiz,2011,2011A,30.0,26.0,20.0,0.77,transitorio
antioquia,maiz,2011,2011A,28.0,25.0,28.0,1.1,transitorio
antioquia,maiz,2011,2011A,25.0,25.0,25.0,1.0,transitorio
antioquia,maiz,2011,2011A,25.0,20.0,30.0,1.5,transitorio
antioquia,maiz,2011,2011A,24.0,24.0,22.0,0.9,transitorio
antioquia,maiz,2011,2011A,22.0,18.0,9.0,0.5,transitorio
antioquia,maiz,2011,2011A,22.0,19.0,23.0,1.2,transitorio
antioquia,maiz,2011,2011A,20.0,15.0,15.0,1.0,transitorio
antioquia,maiz,2011,2011A,20.0,19.0,23.0,1.2,transitorio
antioquia,maiz,2011,2011A,18.0,15.0,30.0,2.0,transitorio
antioquia,maiz,2011,2011A,17.0,17.0,14.0,0.8,transitorio
antioquia,maiz,2011,2011A,16.0,11.0,16.0,1.45,transitorio
antioquia,maiz,2011,2011A,15.0,15.0,12.0,0.8,transitorio
antioquia,maiz,2011,2011A,15.0,15.0,14.0,0.9,transitorio
antioquia,maiz,2011,2011A,15.0,15.0,24.0,1.6,transitorio
antioquia,maiz,2011,2011A,15.0,14.0,14.0,1.0,transitorio
